ContainerReferenceClass,ContainerReferenceId,GenericType,PartName,PartNumber,OrgClass,OrgClassId,IsServiceable,CreateTS,ModifiedTS,ClassName,RecordId
wt.pdmlink.PDMLinkProduct,82268,standard,01-51251b.prt,WCDS000765,wt.org.WTOrganization,79550,1,2018-05-23 07:41:27.0000000,2018-05-23 07:41:27.0000000,wt.part.WTPartMaster,96967
wt.pdmlink.PDMLinkProduct,82268,standard,01-51232d.prt,WCDS000320,wt.org.WTOrganization,79550,1,2018-05-23 07:41:27.0000000,2018-05-23 07:41:27.0000000,wt.part.WTPartMaster,96968
wt.pdmlink.PDMLinkProduct,82268,standard,01-2_crankshaft_ground.prt,WCDS000245,wt.org.WTOrganization,79550,1,2018-05-23 07:41:27.0000000,2018-05-23 07:41:27.0000000,wt.part.WTPartMaster,96969
wt.pdmlink.PDMLinkProduct,82268,standard,01-51328_inner_race.prt,WCDS000589,wt.org.WTOrganization,79550,1,2018-05-23 07:41:27.0000000,2018-05-23 07:41:27.0000000,wt.part.WTPartMaster,96970
wt.pdmlink.PDMLinkProduct,82268,standard,cyl_head_mirror.prt,WCDS000606,wt.org.WTOrganization,79550,1,2018-05-23 07:41:27.0000000,2018-05-23 07:41:27.0000000,wt.part.WTPartMaster,96971
wt.pdmlink.PDMLinkProduct,82268,standard,01-51368c.prt,WCDS000062,wt.org.WTOrganization,79550,1,2018-05-23 07:41:27.0000000,2018-05-23 07:41:27.0000000,wt.part.WTPartMaster,96972
wt.pdmlink.PDMLinkProduct,82268,standard,01-51282d.prt,WCDS000258,wt.org.WTOrganization,79550,1,2018-05-23 07:41:27.0000000,2018-05-23 07:41:27.0000000,wt.part.WTPartMaster,96973
wt.pdmlink.PDMLinkProduct,82268,standard,01-512040.asm,WCDS000564,wt.org.WTOrganization,79550,1,2018-05-23 07:41:27.0000000,2018-05-23 07:41:27.0000000,wt.part.WTPartMaster,96974
wt.pdmlink.PDMLinkProduct,82268,standard,01-51283_roller.prt,WCDS000509,wt.org.WTOrganization,79550,1,2018-05-23 07:41:27.0000000,2018-05-23 07:41:27.0000000,wt.part.WTPartMaster,96975
wt.pdmlink.PDMLinkProduct,82268,standard,01-512105.prt,WCDS000665,wt.org.WTOrganization,79550,1,2018-05-23 07:41:27.0000000,2018-05-23 07:41:27.0000000,wt.part.WTPartMaster,96976
wt.pdmlink.PDMLinkProduct,82268,standard,01-512106d.prt,WCDS000470,wt.org.WTOrganization,79550,1,2018-05-23 07:41:27.0000000,2018-05-23 07:41:27.0000000,wt.part.WTPartMaster,96977
wt.pdmlink.PDMLinkProduct,82268,standard,01-51219.prt,WCDS000505,wt.org.WTOrganization,79550,1,2018-05-23 07:41:27.0000000,2018-05-23 07:41:27.0000000,wt.part.WTPartMaster,96978
wt.pdmlink.PDMLinkProduct,82268,standard,01-51372.prt,WCDS000724,wt.org.WTOrganization,79550,1,2018-05-23 07:41:27.0000000,2018-05-23 07:41:27.0000000,wt.part.WTPartMaster,96979
wt.pdmlink.PDMLinkProduct,82268,standard,01-73102.prt,WCDS000497,wt.org.WTOrganization,79550,1,2018-05-23 07:41:27.0000000,2018-05-23 07:41:27.0000000,wt.part.WTPartMaster,96980
wt.pdmlink.PDMLinkProduct,82268,standard,01-51232c.prt,WCDS000500,wt.org.WTOrganization,79550,1,2018-05-23 07:41:27.0000000,2018-05-23 07:41:27.0000000,wt.part.WTPartMaster,96981
wt.pdmlink.PDMLinkProduct,82268,standard,01-512138b.prt,WCDS000307,wt.org.WTOrganization,79550,1,2018-05-23 07:41:27.0000000,2018-05-23 07:41:27.0000000,wt.part.WTPartMaster,96982
wt.pdmlink.PDMLinkProduct,82268,standard,01-73101.prt,WCDS000530,wt.org.WTOrganization,79550,1,2018-05-23 07:41:27.0000000,2018-05-23 07:41:27.0000000,wt.part.WTPartMaster,96983
wt.pdmlink.PDMLinkProduct,82268,standard,01-51246_4.prt,WCDS000336,wt.org.WTOrganization,79550,1,2018-05-23 07:41:27.0000000,2018-05-23 07:41:27.0000000,wt.part.WTPartMaster,96984
wt.pdmlink.PDMLinkProduct,82268,standard,01-2_cam_bracket.prt,WCDS000656,wt.org.WTOrganization,79550,1,2018-05-23 07:41:27.0000000,2018-05-23 07:41:27.0000000,wt.part.WTPartMaster,96985
wt.pdmlink.PDMLinkProduct,82268,standard,01-51232a.prt,WCDS000115,wt.org.WTOrganization,79550,1,2018-05-23 07:41:27.0000000,2018-05-23 07:41:27.0000000,wt.part.WTPartMaster,96986
wt.pdmlink.PDMLinkProduct,82268,standard,01-512050.asm,WCDS000642,wt.org.WTOrganization,79550,1,2018-05-23 07:41:27.0000000,2018-05-23 07:41:27.0000000,wt.part.WTPartMaster,96987
wt.pdmlink.PDMLinkProduct,82268,standard,01-2_valve_intake.prt,WCDS000612,wt.org.WTOrganization,79550,1,2018-05-23 07:41:27.0000000,2018-05-23 07:41:27.0000000,wt.part.WTPartMaster,96988
wt.pdmlink.PDMLinkProduct,82268,standard,01-52100.asm,WCDS000370,wt.org.WTOrganization,79550,1,2018-05-23 07:41:27.0000000,2018-05-23 07:41:27.0000000,wt.part.WTPartMaster,96989
wt.pdmlink.PDMLinkProduct,82268,standard,01-51250.prt,WCDS000699,wt.org.WTOrganization,79550,1,2018-05-23 07:41:27.0000000,2018-05-23 07:41:27.0000000,wt.part.WTPartMaster,96990
wt.pdmlink.PDMLinkProduct,82268,standard,01-2_cam_exhaust.prt,WCDS000666,wt.org.WTOrganization,79550,1,2018-05-23 07:41:27.0000000,2018-05-23 07:41:27.0000000,wt.part.WTPartMaster,96991
wt.pdmlink.PDMLinkProduct,82268,standard,01-71000.asm,WCDS000718,wt.org.WTOrganization,79550,1,2018-05-23 07:41:27.0000000,2018-05-23 07:41:27.0000000,wt.part.WTPartMaster,96992
wt.pdmlink.PDMLinkProduct,82268,standard,01-512118c.prt,WCDS000251,wt.org.WTOrganization,79550,1,2018-05-23 07:41:27.0000000,2018-05-23 07:41:27.0000000,wt.part.WTPartMaster,96993
wt.pdmlink.PDMLinkProduct,82268,standard,01-2_piston_pin.prt,WCDS000045,wt.org.WTOrganization,79550,1,2018-05-23 07:41:27.0000000,2018-05-23 07:41:27.0000000,wt.part.WTPartMaster,96994
wt.pdmlink.PDMLinkProduct,82268,standard,01-51328_asm.asm,WCDS000653,wt.org.WTOrganization,79550,1,2018-05-23 07:41:27.0000000,2018-05-23 07:41:27.0000000,wt.part.WTPartMaster,96995
wt.pdmlink.PDMLinkProduct,82268,standard,oilpump_housing.prt,WCDS000060,wt.org.WTOrganization,79550,1,2018-05-23 07:41:27.0000000,2018-05-23 07:41:27.0000000,wt.part.WTPartMaster,96996
wt.pdmlink.PDMLinkProduct,82268,standard,01-51258a.prt,WCDS000037,wt.org.WTOrganization,79550,1,2018-05-23 07:41:27.0000000,2018-05-23 07:41:27.0000000,wt.part.WTPartMaster,96997
wt.pdmlink.PDMLinkProduct,82268,standard,01-51327_inner_race.prt,WCDS000278,wt.org.WTOrganization,79550,1,2018-05-23 07:41:27.0000000,2018-05-23 07:41:27.0000000,wt.part.WTPartMaster,96998
wt.pdmlink.PDMLinkProduct,82268,standard,01-51283_cage.prt,WCDS000056,wt.org.WTOrganization,79550,1,2018-05-23 07:41:27.0000000,2018-05-23 07:41:27.0000000,wt.part.WTPartMaster,96999
wt.pdmlink.PDMLinkProduct,82268,standard,power_steering_pump.prt,WCDS000525,wt.org.WTOrganization,79550,1,2018-05-23 07:41:27.0000000,2018-05-23 07:41:27.0000000,wt.part.WTPartMaster,97000
wt.pdmlink.PDMLinkProduct,82268,standard,01-51296.prt,WCDS000105,wt.org.WTOrganization,79550,1,2018-05-23 07:41:27.0000000,2018-05-23 07:41:27.0000000,wt.part.WTPartMaster,97001
wt.pdmlink.PDMLinkProduct,82268,standard,01-31004.prt,WCDS000099,wt.org.WTOrganization,79550,1,2018-05-23 07:41:27.0000000,2018-05-23 07:41:27.0000000,wt.part.WTPartMaster,97002
wt.pdmlink.PDMLinkProduct,82268,standard,01-52104.prt,WCDS000126,wt.org.WTOrganization,79550,1,2018-05-23 07:41:27.0000000,2018-05-23 07:41:27.0000000,wt.part.WTPartMaster,97003
wt.pdmlink.PDMLinkProduct,82268,standard,cyl_head.prt,WCDS000292,wt.org.WTOrganization,79550,1,2018-05-23 07:41:27.0000000,2018-05-23 07:41:27.0000000,wt.part.WTPartMaster,97004
wt.pdmlink.PDMLinkProduct,82268,standard,01-51232b.prt,WCDS000512,wt.org.WTOrganization,79550,1,2018-05-23 07:41:27.0000000,2018-05-23 07:41:27.0000000,wt.part.WTPartMaster,97005
wt.pdmlink.PDMLinkProduct,82268,standard,01-73000.asm,WCDS000631,wt.org.WTOrganization,79550,1,2018-05-23 07:41:27.0000000,2018-05-23 07:41:27.0000000,wt.part.WTPartMaster,97006
wt.pdmlink.PDMLinkProduct,82268,standard,01-51243d.prt,WCDS000359,wt.org.WTOrganization,79550,1,2018-05-23 07:41:27.0000000,2018-05-23 07:41:27.0000000,wt.part.WTPartMaster,97007
wt.pdmlink.PDMLinkProduct,82268,standard,01-51329.prt,WCDS000669,wt.org.WTOrganization,79550,1,2018-05-23 07:41:27.0000000,2018-05-23 07:41:27.0000000,wt.part.WTPartMaster,97008
wt.pdmlink.PDMLinkProduct,82268,standard,01-512138c.prt,WCDS000578,wt.org.WTOrganization,79550,1,2018-05-23 07:41:27.0000000,2018-05-23 07:41:27.0000000,wt.part.WTPartMaster,97009
wt.pdmlink.PDMLinkProduct,82268,standard,01-2_crankshaft.asm,WCDS000204,wt.org.WTOrganization,79550,1,2018-05-23 07:41:27.0000000,2018-05-23 07:41:27.0000000,wt.part.WTPartMaster,97010
wt.pdmlink.PDMLinkProduct,82268,standard,01-51216_6.prt,WCDS000345,wt.org.WTOrganization,79550,1,2018-05-23 07:41:27.0000000,2018-05-23 07:41:27.0000000,wt.part.WTPartMaster,97011
wt.pdmlink.PDMLinkProduct,82268,standard,01-51283_inner_race.prt,WCDS000506,wt.org.WTOrganization,79550,1,2018-05-23 07:41:27.0000000,2018-05-23 07:41:27.0000000,wt.part.WTPartMaster,97012
wt.pdmlink.PDMLinkProduct,82268,standard,01-51290.prt,WCDS000197,wt.org.WTOrganization,79550,1,2018-05-23 07:41:27.0000000,2018-05-23 07:41:27.0000000,wt.part.WTPartMaster,97013
wt.pdmlink.PDMLinkProduct,82268,standard,oilpump_out_ring.prt,WCDS000591,wt.org.WTOrganization,79550,1,2018-05-23 07:41:27.0000000,2018-05-23 07:41:27.0000000,wt.part.WTPartMaster,97014
wt.pdmlink.PDMLinkProduct,82268,standard,01-5128891.prt,WCDS000409,wt.org.WTOrganization,79550,1,2018-05-23 07:41:27.0000000,2018-05-23 07:41:27.0000000,wt.part.WTPartMaster,97015
wt.pdmlink.PDMLinkProduct,82268,standard,01-31002.prt,WCDS000317,wt.org.WTOrganization,79550,1,2018-05-23 07:41:27.0000000,2018-05-23 07:41:27.0000000,wt.part.WTPartMaster,97016
wt.pdmlink.PDMLinkProduct,82268,standard,01-72510.prt,WCDS000191,wt.org.WTOrganization,79550,1,2018-05-23 07:41:27.0000000,2018-05-23 07:41:27.0000000,wt.part.WTPartMaster,97017
wt.pdmlink.PDMLinkProduct,82268,standard,01-51297.asm,WCDS000562,wt.org.WTOrganization,79550,1,2018-05-23 07:41:27.0000000,2018-05-23 07:41:27.0000000,wt.part.WTPartMaster,97018
wt.pdmlink.PDMLinkProduct,82268,standard,01-52103.prt,WCDS000759,wt.org.WTOrganization,79550,1,2018-05-23 07:41:27.0000000,2018-05-23 07:41:27.0000000,wt.part.WTPartMaster,97019
wt.pdmlink.PDMLinkProduct,82268,standard,01-20000.asm,WCDS000534,wt.org.WTOrganization,79550,1,2018-05-23 07:41:27.0000000,2018-05-23 07:41:27.0000000,wt.part.WTPartMaster,97020
wt.pdmlink.PDMLinkProduct,82268,standard,01-51000.asm,WCDS000231,wt.org.WTOrganization,79550,1,2018-05-23 07:41:27.0000000,2018-05-23 07:41:27.0000000,wt.part.WTPartMaster,97021
wt.pdmlink.PDMLinkProduct,82268,standard,01-2_cam_intake.asm,WCDS000658,wt.org.WTOrganization,79550,1,2018-05-23 07:41:27.0000000,2018-05-23 07:41:27.0000000,wt.part.WTPartMaster,97022
wt.pdmlink.PDMLinkProduct,82268,standard,oilpump_in_ring.prt,WCDS000387,wt.org.WTOrganization,79550,1,2018-05-23 07:41:27.0000000,2018-05-23 07:41:27.0000000,wt.part.WTPartMaster,97023
wt.pdmlink.PDMLinkProduct,82268,standard,01-51327_cage.prt,WCDS000348,wt.org.WTOrganization,79550,1,2018-05-23 07:41:27.0000000,2018-05-23 07:41:27.0000000,wt.part.WTPartMaster,97024
wt.pdmlink.PDMLinkProduct,82268,standard,01-51311.prt,WCDS000065,wt.org.WTOrganization,79550,1,2018-05-23 07:41:27.0000000,2018-05-23 07:41:27.0000000,wt.part.WTPartMaster,97025
wt.pdmlink.PDMLinkProduct,82268,standard,01-51374a.prt,WCDS000063,wt.org.WTOrganization,79550,1,2018-05-23 07:41:27.0000000,2018-05-23 07:41:27.0000000,wt.part.WTPartMaster,97026
wt.pdmlink.PDMLinkProduct,82268,standard,01-51243.asm,WCDS000561,wt.org.WTOrganization,79550,1,2018-05-23 07:41:27.0000000,2018-05-23 07:41:27.0000000,wt.part.WTPartMaster,97027
wt.pdmlink.PDMLinkProduct,82268,standard,01-512104.prt,WCDS000705,wt.org.WTOrganization,79550,1,2018-05-23 07:41:27.0000000,2018-05-23 07:41:27.0000000,wt.part.WTPartMaster,97028
wt.pdmlink.PDMLinkProduct,82268,standard,water_pump_housing.prt,WCDS000451,wt.org.WTOrganization,79550,1,2018-05-23 07:41:27.0000000,2018-05-23 07:41:27.0000000,wt.part.WTPartMaster,97029
wt.pdmlink.PDMLinkProduct,82268,standard,01-513070.asm,WCDS000365,wt.org.WTOrganization,79550,1,2018-05-23 07:41:27.0000000,2018-05-23 07:41:27.0000000,wt.part.WTPartMaster,97030
wt.pdmlink.PDMLinkProduct,82268,standard,01-51313.prt,WCDS000035,wt.org.WTOrganization,79550,1,2018-05-23 07:41:27.0000000,2018-05-23 07:41:27.0000000,wt.part.WTPartMaster,97031
wt.pdmlink.PDMLinkProduct,82268,standard,01-70000.asm,WCDS000316,wt.org.WTOrganization,79550,1,2018-05-23 07:41:27.0000000,2018-05-23 07:41:27.0000000,wt.part.WTPartMaster,97032
wt.pdmlink.PDMLinkProduct,82268,standard,01-72000.asm,WCDS000288,wt.org.WTOrganization,79550,1,2018-05-23 07:41:27.0000000,2018-05-23 07:41:27.0000000,wt.part.WTPartMaster,97033
wt.pdmlink.PDMLinkProduct,136907,standard,ProductView Demo,PV000001,wt.org.WTOrganization,79550,1,2018-05-23 07:43:37.0000000,2018-05-23 07:43:38.0000000,wt.part.WTPartMaster,136908
wt.pdmlink.PDMLinkProduct,136907,standard,ProEngine,PV000002,wt.org.WTOrganization,79550,1,2018-05-23 07:43:39.0000000,2018-05-23 07:43:39.0000000,wt.part.WTPartMaster,137306
wt.pdmlink.PDMLinkProduct,136907,standard,Worldcar,PV000003,wt.org.WTOrganization,79550,1,2018-05-23 07:43:40.0000000,2018-05-23 07:43:40.0000000,wt.part.WTPartMaster,137957
wt.pdmlink.PDMLinkProduct,139996,dynamic,ComputerGP,OVDEMOGP00001,wt.org.WTOrganization,79550,1,2018-05-23 07:43:45.0000000,2018-05-23 07:43:45.0000000,wt.part.WTPartMaster,140293
wt.pdmlink.PDMLinkProduct,139996,dynamic,ProcessorGP,OVDEMOGP00002,wt.org.WTOrganization,79550,1,2018-05-23 07:43:46.0000000,2018-05-23 07:43:46.0000000,wt.part.WTPartMaster,140309
wt.pdmlink.PDMLinkProduct,139996,dynamic,MonitorGP,OVDEMOGP00003,wt.org.WTOrganization,79550,1,2018-05-23 07:43:46.0000000,2018-05-23 07:43:46.0000000,wt.part.WTPartMaster,140319
wt.pdmlink.PDMLinkProduct,139996,dynamic,HardDriveGP,OVDEMOGP00004,wt.org.WTOrganization,79550,1,2018-05-23 07:43:46.0000000,2018-05-23 07:43:46.0000000,wt.part.WTPartMaster,140332
wt.pdmlink.PDMLinkProduct,139996,dynamic,GraphicsCardGP,OVDEMOGP00005,wt.org.WTOrganization,79550,1,2018-05-23 07:43:46.0000000,2018-05-23 07:43:46.0000000,wt.part.WTPartMaster,140342
wt.pdmlink.PDMLinkProduct,139996,standard,DVDROMDrive,OVDEMOSTD00001,wt.org.WTOrganization,79550,1,2018-05-23 07:43:46.0000000,2018-05-23 07:43:46.0000000,wt.part.WTPartMaster,140352
wt.pdmlink.PDMLinkProduct,139996,variant,StdProcessor,OVDEMOVARSTDPROCESSOR,wt.org.WTOrganization,79550,1,2018-05-23 07:43:47.0000000,2018-05-23 07:43:48.0000000,wt.part.WTPartMaster,140411
wt.pdmlink.PDMLinkProduct,139996,variant,HighEndGraphicsCard,OVDEMOVARHIGHENDGRAPHICSCARD,wt.org.WTOrganization,79550,1,2018-05-23 07:43:48.0000000,2018-05-23 07:43:48.0000000,wt.part.WTPartMaster,140419
wt.pdmlink.PDMLinkProduct,139996,variant,CheaperGraphicsCard,OVDEMOVARCHEAPERGRAPHICSCARD,wt.org.WTOrganization,79550,1,2018-05-23 07:43:48.0000000,2018-05-23 07:43:48.0000000,wt.part.WTPartMaster,140427
wt.pdmlink.PDMLinkProduct,139996,variant,LCDMonitor,OVDEMOVARLCDMONITOR,wt.org.WTOrganization,79550,1,2018-05-23 07:43:48.0000000,2018-05-23 07:43:48.0000000,wt.part.WTPartMaster,140435
wt.pdmlink.PDMLinkProduct,139996,variant,CRTMonitor,OVDEMOVARCRTMONITOR,wt.org.WTOrganization,79550,1,2018-05-23 07:43:48.0000000,2018-05-23 07:43:48.0000000,wt.part.WTPartMaster,140443
wt.pdmlink.PDMLinkProduct,139996,variant,SCSIDrive146,OVDEMOVARSCSIDRIVE146,wt.org.WTOrganization,79550,1,2018-05-23 07:43:48.0000000,2018-05-23 07:43:48.0000000,wt.part.WTPartMaster,140453
wt.pdmlink.PDMLinkProduct,139996,variant,SATADrive80,OVDEMOVARSATADRIVE80,wt.org.WTOrganization,79550,1,2018-05-23 07:43:48.0000000,2018-05-23 07:43:48.0000000,wt.part.WTPartMaster,140462
wt.pdmlink.PDMLinkProduct,139996,variant,BasicLaptop,OVDEMOVARBASICLAPTOP,wt.org.WTOrganization,79550,1,2018-05-23 07:43:48.0000000,2018-05-23 07:43:48.0000000,wt.part.WTPartMaster,140473
wt.pdmlink.PDMLinkProduct,139996,variant,BasicDesktop,OVDEMOVARBASICDESKTOP,wt.org.WTOrganization,79550,1,2018-05-23 07:43:48.0000000,2018-05-23 07:43:48.0000000,wt.part.WTPartMaster,140481
wt.pdmlink.PDMLinkProduct,140521,dynamic,Communication Subsystem Options,D3_0000000131,wt.org.WTOrganization,79550,1,2018-05-23 07:43:54.0000000,2018-05-23 07:43:54.0000000,wt.part.WTPartMaster,141278
wt.pdmlink.PDMLinkProduct,140521,dynamic,Energy Delivery Options,D3_0000000130,wt.org.WTOrganization,79550,1,2018-05-23 07:43:54.0000000,2018-05-23 07:43:54.0000000,wt.part.WTPartMaster,141292
wt.pdmlink.PDMLinkProduct,140521,dynamic,Module Subassembly, Power Conditioning,D3_0000000178,wt.org.WTOrganization,79550,1,2018-05-23 07:43:54.0000000,2018-05-23 07:43:54.0000000,wt.part.WTPartMaster,141302
wt.pdmlink.PDMLinkProduct,140521,dynamic,Power Output Module Option,D3_0000000179,wt.org.WTOrganization,79550,1,2018-05-23 07:43:54.0000000,2018-05-23 07:43:54.0000000,wt.part.WTPartMaster,141312
wt.pdmlink.PDMLinkProduct,140521,dynamic,Customer Logo Option,D3_0000000144,wt.org.WTOrganization,79550,1,2018-05-23 07:43:54.0000000,2018-05-23 07:43:54.0000000,wt.part.WTPartMaster,141322
wt.pdmlink.PDMLinkProduct,140521,dynamic,Gencore Power Backup System,D3_0000000189,wt.org.WTOrganization,79550,1,2018-05-23 07:43:54.0000000,2018-05-23 07:43:54.0000000,wt.part.WTPartMaster,141332
wt.pdmlink.PDMLinkProduct,140521,standard,Kit, Energy Delivery, 5T24, w/Ultracaps,D3_0000000128,wt.org.WTOrganization,79550,1,2018-05-23 07:43:54.0000000,2018-05-23 07:43:54.0000000,wt.part.WTPartMaster,141377
wt.pdmlink.PDMLinkProduct,140521,standard,Foam, Gencore Shipping Pallet,D3_0000000086,wt.org.WTOrganization,79550,1,2018-05-23 07:43:54.0000000,2018-05-23 07:43:54.0000000,wt.part.WTPartMaster,141383
wt.pdmlink.PDMLinkProduct,140521,standard,Control Card, Thermal Management,D3_0000000156,wt.org.WTOrganization,79550,1,2018-05-23 07:43:54.0000000,2018-05-23 07:43:54.0000000,wt.part.WTPartMaster,141389
wt.pdmlink.PDMLinkProduct,140521,standard,PCB Assembly, Power Generation,D3_0000000174,wt.org.WTOrganization,79550,1,2018-05-23 07:43:54.0000000,2018-05-23 07:43:54.0000000,wt.part.WTPartMaster,141395
wt.pdmlink.PDMLinkProduct,140521,standard,Sensor, Hydrogen,D3_0000000146,wt.org.WTOrganization,79550,1,2018-05-23 07:43:54.0000000,2018-05-23 07:43:54.0000000,wt.part.WTPartMaster,141401
wt.pdmlink.PDMLinkProduct,140521,standard,Z-Panel Assembly,D3_0000000078,wt.org.WTOrganization,79550,1,2018-05-23 07:43:54.0000000,2018-05-23 07:43:54.0000000,wt.part.WTPartMaster,141407
wt.pdmlink.PDMLinkProduct,140521,standard,Wiring Harness, Power Generation,D3_0000000175,wt.org.WTOrganization,79550,1,2018-05-23 07:43:54.0000000,2018-05-23 07:43:54.0000000,wt.part.WTPartMaster,141413
wt.pdmlink.PDMLinkProduct,140521,standard,Power Output Module +120Vdc,D3_0000000187,wt.org.WTOrganization,79550,1,2018-05-23 07:43:55.0000000,2018-05-23 07:43:55.0000000,wt.part.WTPartMaster,141419
wt.pdmlink.PDMLinkProduct,140521,standard,Front Door Assembly,D3_0000000061,wt.org.WTOrganization,79550,1,2018-05-23 07:43:55.0000000,2018-05-23 07:43:55.0000000,wt.part.WTPartMaster,141425
wt.pdmlink.PDMLinkProduct,140521,standard,Hinge, Right Hand, Male, Removable, 0.187 Dia Pin, SS,D3_0000000065,wt.org.WTOrganization,79550,1,2018-05-23 07:43:55.0000000,2018-05-23 07:43:55.0000000,wt.part.WTPartMaster,141431
wt.pdmlink.PDMLinkProduct,140521,standard,Label, Caution High Voltage,D3_0000000186,wt.org.WTOrganization,79550,1,2018-05-23 07:43:55.0000000,2018-05-23 07:43:55.0000000,wt.part.WTPartMaster,141437
wt.pdmlink.PDMLinkProduct,140521,standard,Hinge, Right Hand, Male, Removable, 0.187 Dia Pin, SS,D3_0000000066,wt.org.WTOrganization,79550,1,2018-05-23 07:43:55.0000000,2018-05-23 07:43:55.0000000,wt.part.WTPartMaster,141443
wt.pdmlink.PDMLinkProduct,140521,standard,Radiator Cover Assembly,D3_0000000094,wt.org.WTOrganization,79550,1,2018-05-23 07:43:55.0000000,2018-05-23 07:43:55.0000000,wt.part.WTPartMaster,141449
wt.pdmlink.PDMLinkProduct,140521,standard,Cable Assembly, Battery Interconnect, 24V,D3_0000000225,wt.org.WTOrganization,79550,1,2018-05-23 07:43:55.0000000,2018-05-23 07:43:55.0000000,wt.part.WTPartMaster,141455
wt.pdmlink.PDMLinkProduct,140521,standard,Z-Panel,D3_0000000079,wt.org.WTOrganization,79550,1,2018-05-23 07:43:55.0000000,2018-05-23 07:43:55.0000000,wt.part.WTPartMaster,141461
wt.pdmlink.PDMLinkProduct,140521,standard,Radiator Assembly,D3_0000000159,wt.org.WTOrganization,79550,1,2018-05-23 07:43:55.0000000,2018-05-23 07:43:55.0000000,wt.part.WTPartMaster,141467
wt.pdmlink.PDMLinkProduct,140521,standard,Label, Emergency Stop,D3_0000000143,wt.org.WTOrganization,79550,1,2018-05-23 07:43:55.0000000,2018-05-23 07:43:55.0000000,wt.part.WTPartMaster,141473
wt.pdmlink.PDMLinkProduct,140521,standard,Enclosure, Base,D3_0000000083,wt.org.WTOrganization,79550,1,2018-05-23 07:43:55.0000000,2018-05-23 07:43:55.0000000,wt.part.WTPartMaster,141479
wt.pdmlink.PDMLinkProduct,140521,standard,Membrane Assenbly, Humidifier,D3_0000000154,wt.org.WTOrganization,79550,1,2018-05-23 07:43:55.0000000,2018-05-23 07:43:55.0000000,wt.part.WTPartMaster,141485
wt.pdmlink.PDMLinkProduct,140521,standard,Wiring Harness, Control,D3_0000000167,wt.org.WTOrganization,79550,1,2018-05-23 07:43:55.0000000,2018-05-23 07:43:55.0000000,wt.part.WTPartMaster,141491
wt.pdmlink.PDMLinkProduct,140521,standard,Enclosure, Right Assembly,D3_0000000075,wt.org.WTOrganization,79550,1,2018-05-23 07:43:55.0000000,2018-05-23 07:43:55.0000000,wt.part.WTPartMaster,141497
wt.pdmlink.PDMLinkProduct,140521,standard,Power Output Module +48Vdc,D3_0000000184,wt.org.WTOrganization,79550,1,2018-05-23 07:43:55.0000000,2018-05-23 07:43:55.0000000,wt.part.WTPartMaster,141503
wt.pdmlink.PDMLinkProduct,140521,standard,Module Subassembly, Control,D3_0000000165,wt.org.WTOrganization,79550,1,2018-05-23 07:43:55.0000000,2018-05-23 07:43:55.0000000,wt.part.WTPartMaster,141509
wt.pdmlink.PDMLinkProduct,140521,standard,Kit, Sensor Option,D3_0000000136,wt.org.WTOrganization,79550,1,2018-05-23 07:43:55.0000000,2018-05-23 07:43:55.0000000,wt.part.WTPartMaster,141515
wt.pdmlink.PDMLinkProduct,140521,standard,Kit, Emergency Stop Option,D3_0000000141,wt.org.WTOrganization,79550,1,2018-05-23 07:43:55.0000000,2018-05-23 07:43:55.0000000,wt.part.WTPartMaster,141521
wt.pdmlink.PDMLinkProduct,140521,standard,Wiring Harness, Electrical Energy Storage,D3_0000000164,wt.org.WTOrganization,79550,1,2018-05-23 07:43:55.0000000,2018-05-23 07:43:55.0000000,wt.part.WTPartMaster,141527
wt.pdmlink.PDMLinkProduct,140521,standard,Wiring Harness, Sensor,D3_0000000147,wt.org.WTOrganization,79550,1,2018-05-23 07:43:55.0000000,2018-05-23 07:43:55.0000000,wt.part.WTPartMaster,141533
wt.pdmlink.PDMLinkProduct,140521,standard,Enclosure Rear Assembly,D3_0000000068,wt.org.WTOrganization,79550,1,2018-05-23 07:43:55.0000000,2018-05-23 07:43:55.0000000,wt.part.WTPartMaster,141539
wt.pdmlink.PDMLinkProduct,140521,standard,Insulation, Z-Panel,D3_0000000080,wt.org.WTOrganization,79550,1,2018-05-23 07:43:55.0000000,2018-05-23 07:43:55.0000000,wt.part.WTPartMaster,141545
wt.pdmlink.PDMLinkProduct,140521,standard,Power Output Module -48Vdc,D3_0000000181,wt.org.WTOrganization,79550,1,2018-05-23 07:43:55.0000000,2018-05-23 07:43:55.0000000,wt.part.WTPartMaster,141551
wt.pdmlink.PDMLinkProduct,140521,standard,Module Subassembly, Safety,D3_0000000145,wt.org.WTOrganization,79550,1,2018-05-23 07:43:55.0000000,2018-05-23 07:43:55.0000000,wt.part.WTPartMaster,141557
wt.pdmlink.PDMLinkProduct,140521,standard,Power Output Module +108Vdc,D3_0000000185,wt.org.WTOrganization,79550,1,2018-05-23 07:43:55.0000000,2018-05-23 07:43:55.0000000,wt.part.WTPartMaster,141563
wt.pdmlink.PDMLinkProduct,140521,standard,Filter, Rear,D3_0000000071,wt.org.WTOrganization,79550,1,2018-05-23 07:43:55.0000000,2018-05-23 07:43:55.0000000,wt.part.WTPartMaster,141569
wt.pdmlink.PDMLinkProduct,140521,standard,Communications Interface, Modem,D3_0000000133,wt.org.WTOrganization,79550,1,2018-05-23 07:43:55.0000000,2018-05-23 07:43:55.0000000,wt.part.WTPartMaster,141575
